"name","longitude","latitude","prov","date","key"
"Liatris cylindracea",-84.400769,44.500945,"idigbio",1953-07-25,"92441d82-8af3-4635-86a5-8fe986dc5eed"
"Liatris cylindracea",-71.0953331,42.5256519,"idigbio",1880-08-21,"9375e4f5-212e-4f1c-bfcc-cc9a0b45096a"
"Liatris cylindracea",-89.61468,41.35802,"idigbio",2010-07-07,"96c2fda8-8a2e-403f-82f9-c5dadeb20c1f"
"Liatris cylindracea",-93.13361,35.27833,"idigbio",1972-10-14,"9812a3fb-fe31-4568-99a4-726dad5a9164"
"Liatris cylindracea",-86.015675,42.521155,"idigbio",1939-08-07,"9b953e07-596d-4fdd-b405-ffe0403e6431"
"Liatris cylindracea",-89.4675,31.12277778,"idigbio",2011-10-31,"9bce918d-84b7-4453-b6eb-3c176453a11b"
"Liatris cylindracea",-93.663778,45.451023,"idigbio",2001-08-28,"9cd07271-ccfa-46fa-9813-daa2ff223aa7"
"Liatris cylindracea",-94.24059,46.34845,"idigbio",NA,"a39cb742-426d-4f51-af35-e3199af1b439"
"Liatris cylindracea",-88.091833,41.814717,"idigbio",2012-09-14,"a6bdfa20-fdea-4e7d-8e71-6c91db2cc44f"
"Liatris cylindracea",-90.950134,40.230045,"idigbio",NA,"a7b08fba-3408-4fb1-ad95-370130bb0e52"
"Liatris cylindracea",-93.491973,44.974747,"idigbio",NA,"a80e154c-00a3-4c82-93cd-bbe76493499a"
"Liatris cylindracea",-91.28287,43.50806,"idigbio",1899-07-29,"a86b1039-3d65-4d56-9b8e-b21bae479005"
"Liatris cylindracea",-93.166927,45.080032,"idigbio",NA,"ab08ecbd-0ae2-450a-a980-41bb722bd957"
"Liatris cylindracea",-93.725957,45.465548,"idigbio",1998-08-14,"acfc182b-2c1a-4cd3-bf3e-95c3f195d957"
"Liatris cylindracea",-90.881036,41.469357,"idigbio",1892-08-28,"adc2c1b0-2635-40f0-9e89-376767dbf0ac"
"Liatris cylindracea",-82.75,46.783333,"idigbio",1981-08-19,"af530cd6-8efd-4ec6-896b-dd1d869a73d6"
"Liatris cylindracea",-92.775046,44.854763,"idigbio",1985-06-02,"afff1832-5d50-484b-995a-2f857a2851f8"
"Liatris cylindracea",-92.382086,43.438488,"idigbio",1978-07-28,"b0202c66-fd93-4f67-83cd-3d4ea9e42cbf"
"Liatris cylindracea",-83.726329,42.270872,"idigbio",1861-07-31,"b5b89b61-79b2-4c4b-84b9-d90b8771ac02"
"Liatris cylindracea",-90.626888,41.553279,"idigbio",1915-08-30,"b9d3f69b-af0b-4dd4-afcc-4b89b6aa433d"
"Liatris cylindracea",-83.726844,42.292178,"idigbio",NA,"ba55b9c5-0440-4675-b31e-8848c46a183e"
"Liatris cylindracea",-87.593938,41.794201,"idigbio",1893-08-30,"c1e013cb-56e7-42df-bfea-6149d3c80be3"
"Liatris cylindracea",-83.726329,42.270872,"idigbio",NA,"c43fd15a-fa5a-442e-855e-dba7e20ccbf0"
"Liatris cylindracea",-87.592367,41.561475,"idigbio",1963-08-15,"c48ff884-3840-47d7-8e41-26f48e756986"
"Liatris cylindracea",-92.8194427,44.8002777,"idigbio",1988-07-26,"c5d18b51-c0e0-41a5-89ff-18150389fdc4"
"Liatris cylindracea",-92.019534,43.767509,"idigbio",1994-07-29,"cac2e14b-a141-46a2-8752-295077781dae"
"Liatris cylindracea",-96.448789,47.738517,"idigbio",1979-08-15,"d2dffc26-23f6-4ada-80bd-089416868acb"
"Liatris cylindracea",-92.74229,44.636626,"idigbio",1993-08-04,"d38599cb-2e1b-45ec-b36b-7de887b9dda9"
"Liatris cylindracea",-83.74886,42.279128,"idigbio",NA,"d7d0aa52-634f-47d6-b075-943085e95051"
"Liatris cylindracea",-91.362373,43.623044,"idigbio",1966-07-29,"d95fdaac-7492-4d9e-bae4-19697f5670fa"
"Liatris cylindracea",-83.119058,42.687655,"idigbio",1925-08-26,"da2c61e9-70ae-4e10-a044-500e8c1da11c"
"Liatris cylindracea",-91.639315,44.049963,"idigbio",1888-09-13,"dce4d4a7-953b-42a5-b090-2bb1c041b434"
"Liatris cylindracea",-91.422687,43.756404,"idigbio",1998-08-08,"de5a1e0a-25cf-4516-b66d-7aae1d8f1422"
"Liatris cylindracea",-93.283134,45.543652,"idigbio",NA,"e378dd93-1ad5-48b5-b6ae-ddd51ad69a21"
"Liatris cylindracea",-93.13361,35.27833,"idigbio",1972-10-14,"e5f12f01-0eed-4e86-ae46-645186cd1978"
"Liatris cylindracea",-93.283134,45.543652,"idigbio",NA,"e6ac07ba-e527-4b11-afc4-ef661015501f"
"Liatris cylindracea",-92.661195,44.289425,"idigbio",NA,"e76aff04-082e-47a7-aa84-44ffa1195737"
"Liatris cylindracea",-91.990408,44.170963,"idigbio",1986-07-31,"e9e8a887-f89a-4fdf-878e-9fd215d73c95"
"Liatris cylindracea",-92.4612,38.148,"idigbio",2010-10-16,"eabfcb0f-f8cc-4390-9b8c-c55208f45dd9"
"Liatris cylindracea",-95.245019,45.448674,"idigbio",1982-07-29,"eb6a8b19-eaf3-4f3b-8184-00668eceb635"
"Liatris cylindracea",-92.521098,44.561979,"idigbio",1982-07-31,"f7bc3b78-9217-4a1d-8901-a316455ac5ad"
"Liatris cylindracea",-93.59,44.02,"idigbio",NA,"fc40ac35-8362-4ef4-be9c-434779d499f0"
"Liatris cylindracea",-91.393157,43.953016,"idigbio",1943-08-25,"fca3412f-8420-43c8-b4b2-f6a18945d2b5"
"Liatris cylindracea",-92.369951,44.411481,"idigbio",1883-08-14,"fdff27f2-68c0-4ec1-88f1-f1f3c177e009"
