"locality string","country","state","county","latitude","longitude","correction status","precision","error polygon","multiple results","ID","name","basis"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","0b177f92-6289-4ecd-926c-cf000a673f0d","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","0b2011b8-af76-4a53-a30e-83868880058b","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","0b763fee-e3e6-4a57-9eab-5f8a2417d30d","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","0d6ed1ed-511c-4887-ac7e-ffdaa8cb67fb","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","0e109173-f821-4c3c-b011-c1d19a405766","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Jackson",NA,NA,"","","","","0f0edde4-6b1c-4cf8-8eba-8ca97024f998","Shortia galacifolia var. galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","0f79c282-7df3-41e2-ac5f-e2348f701b46","Shortia galacifolia","PreservedSpecimen"
"Locality: The New York Botanical Garden. Plants of Biltmore, North Carolina. Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Buncombe",NA,NA,"","","","","0ff03b9a-6a98-46e1-8904-41407a80536b","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","1012a444-fc97-4c13-8a6e-3682eebd61a4","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","1038e691-ce6b-4241-870d-9220f6c209bd","Shortia galacifolia","PreservedSpecimen"
"Locality: Cultivated New York, Nassau County, Sands Point, Creem property Occurrence Remarks: NA Verbatim Locality: NA","United States","New York","Nassau",NA,NA,"","","","","1170b4ec-4fea-408a-bf0f-16406e503ce8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","USA","North Carolina","Swain",NA,NA,"","","","","11d001f7-9a52-4333-878f-cd1791dbc239","Shortia galacifolia","PreservedSpecimen"
"Locality: South Carolina, Oconee County, Devil's Fork, one mile west of confluence with Whitewater River, Jocassee community. East facing, shaded stream bank in rich hardwoods. Occurrence Remarks: NA Verbatim Locality: NA","United States of America",NA,NA,NA,NA,"","","","","134c8ffd-e5f3-4d88-aa28-f08ec326b808","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","USA","South Carolina","Oconee Co.",NA,NA,"","","","","137f2a53-0652-4c99-8974-1d01ff3a9f54","Shortia galacifolia","PreservedSpecimen"
"Locality: On Joe McNulty's road below Fish Hatchery on both sides of stream beginning at road. This is the first branch crossed on McNulty's road from Fish Hatchery road. Shortia comes to the road here on both sides and can be pcked from the road on the up side, and goes up and down for hundreds of yards. Mr. Townsend says at least 1/2 mi. up - has never followed it far down. Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","13a83c6b-988c-4b5b-8e94-7ecbe4a98369","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: 710 Dive Buddy Lane, 0.3 km off of main road, large colony dispersed on eastern facing slope next to creek and small waterfall. Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","13c2451a-34b2-4f35-81a5-167a103fb45f","Shortia galacifolia var. galacifolia","PreservedSpecimen"
"Locality: [filed under North America] Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","13e5cd3f-46a7-479a-b959-3b10daf5fdb8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee County",NA,NA,"","","","","13f56a06-0970-4350-8f9b-d6ef4307e63c","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","14076473-354a-4f71-b76d-d2fd2636992a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","USA","South Carolina","Oconee County",NA,NA,"","","","","141a7d6d-09cb-4823-bb01-42f14e0103b9","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","146e5f41-49e9-4a3c-9858-e6b3fb460244","Shortia galacifolia","PreservedSpecimen"
"Locality: No locality given. Occurrence Remarks: Small portion of specimen removed for DNA analysis for Phylogenetic patterns of ecological niche evolution in Diapensiaceae.~Michelle L. Gaynor, FLAS, January 2019. Verbatim Locality: NA","U.S.A.","South Carolina",NA,NA,NA,"","","","","14740e4c-b155-477d-91e0-5d46b210cc1d","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","149bfe4c-1639-4d88-a2bd-31effc5a8b6e","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","15391053-7f97-495c-bcd7-7398cab1b7c5","Shortia galacifolia","PreservedSpecimen"
"Locality: [filed under North America] Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","156dedc7-836c-4189-840e-b760dab25bb1","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","157b5f7c-1e67-4d39-9934-cddf457bb423","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","160e2ac1-452d-4238-a5b2-5dda659f1fad","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","1629a68c-857e-47bf-a00f-69797c70377f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","17947776-eb9d-42e5-b3e5-633ad7c9e149","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","183f7cb7-2de7-4165-87c7-3add32927033","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","18b9d374-3615-4af7-a7a4-86b2a3cf1297","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: 710 Dive Buddy Lane, 0.3 km off of main road, large colony dispersed on eastern facing slope next to creek and small waterfall. Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","18fb50df-1a42-48a0-8a51-dababbaefeb4","Shortia galacifolia var. galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","1b921dab-e529-44d3-b3df-8327b3358e7f","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: By Whitewater River, above Jocassee Occurrence Remarks: NA Verbatim Locality: NA","United States of America","South Carolina","Oconee Co.",NA,NA,"","","","","1bfb96e3-554b-40f6-bfc9-2d7dfd29ab55","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","1ccd2202-3bef-460f-b28e-ac0079cfb85a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","1e0b6573-ff8d-4c91-8d4c-0cd428c9f985","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","1e63154b-eb5d-4b6f-b11b-3c6d4ac5bc96","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","1e787942-d8fe-4723-a85a-0ac2e8e3aa0b","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","Tennessee","Polk",NA,NA,"","","","","1eb79421-026d-4aeb-bdb5-5960e272b144","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Spartanburg",NA,NA,"","","","","1f3ff4cd-e7ff-4cba-97f7-6df9a736d579","Shortia galacifolia","PreservedSpecimen"
"Locality: Clay County, NC Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Clay County",NA,NA,"","","","","1f4099d9-02e6-4c0f-8583-bd1a462281c1","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","1fc1a43d-e838-43d0-9de5-c8870a6c6859","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","237e54e0-d685-4434-8bb2-ac41306e7757","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","23b1bed7-1ec4-4659-bd13-0b669dea4ea8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","24134cbf-f62f-446b-ae1a-4b6d43fe59a0","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2483b336-417c-4867-ad97-6bcae91c93b6","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","25b681ff-d1c0-4329-8a99-f4781e7a8e38","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","26c56835-d9f4-4d4f-a36c-2a7f353a2e0a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","2834ab27-2c52-4af5-ad11-e3888d6aab10","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","298583f2-aeed-4fb5-ae27-7054ee7c7fc8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","29e98f98-8e0f-4b23-9bb6-9381120b9a6f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","29fc30de-dc1c-4210-9398-e5e400dd8132","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2a10dbce-6c42-447b-8e7f-83a3b0298899","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2a26ed10-e7cd-42ec-80be-8d4c20399e0f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2a4b2de8-41a0-4394-b50f-aaff29d9faff","Shortia galacifolia","PreservedSpecimen"
"Locality: Devil's Fork, one mi. W of confluence with Whitewater River, Jocassee community Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2a4f1fcf-0d72-47cb-bf35-642be26c0ab8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","2af18887-b0bd-457b-a1f2-f265f7f8e7aa","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","2b71e7ca-7a9f-4684-baaf-b41e6dff0e52","Shortia galacifolia","PreservedSpecimen"
"Locality: Reed Creek, South of Glade Mountain Occurrence Remarks: NA Verbatim Locality: NA","USA","Georgia","Rabun County",NA,NA,"","","","","2bb292f8-ef49-4225-9a91-8c543e2574b0","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","2be827d8-aebc-49b7-ae3c-1b38e9579ccc","Shortia galacifolia","PreservedSpecimen"
"Locality: ""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011] Occurrence Remarks: NA Verbatim Locality: ""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011]","United States of America","South Carolina",NA,NA,NA,"","","","","2c818a19-a372-46f7-b44d-6f24e7adf94f","Shortia galacifolia Torrey & A. Gray","PreservedSpecimen"
"Locality: Keowee River. Occurrence Remarks: Rare! Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","2da82216-b958-493a-a76b-1c205ad35cca","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Transylvania",NA,NA,"","","","","2fd9238e-ae3c-4262-a08c-2d117f664db2","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","USA","South Carolina","Pickens Co.",NA,NA,"","","","","329c7a85-bceb-4cdd-bb50-78d662ad49d1","Shortia galacifolia","PreservedSpecimen"
"Locality: McDowell Co., N.C. [North Carolina] Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","3303fa91-340c-440c-83a2-ca2c17545107","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","3323b5a1-2807-44e4-8564-b5ada9d3ac2b","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","33da3b27-9749-41e3-9b10-7e2d9850670b","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","Virginia","Amherst",NA,NA,"","","","","33e33d8f-758c-4eae-9cca-1fd23329728a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee County",NA,NA,"","","","","348124ea-9035-4185-bd30-6d39209d8a2a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","34ad9461-e7bb-450d-a5bb-f964a056a237","Shortia galacifolia var. galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Locally frequent; Flowers white, mostly past Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","34bf8231-fc16-4072-9d37-1983d5050e0c","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina",NA,NA,NA,"","","","","35803f90-ab8d-47d1-bcd0-eae268da08d6","Shortia galacifolia","PreservedSpecimen"
"Locality: John's Creek, above Fish Hatchery, 5 miles N of Marion Occurrence Remarks: very abundant Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","36188ea6-3ee6-41bf-a784-7f8b4405d1a1","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","367080f8-e9ca-457b-8338-13bb4a21ee7f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","36c94bf8-82b6-439d-868b-9c8e9202d886","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Transylvania",NA,NA,"","","","","37cfe931-e4e7-45c5-8303-bd71e8e19ebd","Shortia galacifolia","PreservedSpecimen"
"Locality: [filed under North America] Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","3804d0a2-5535-482f-9258-ad333264a62f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Flowers white, mostly past Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","38edcd63-f59d-4175-b888-a56c4580ffb8","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","39391ad8-dced-4eca-b918-a1b502fafb38","Shortia galacifolia","PreservedSpecimen"
"Locality: Bunches Creek, on mossy bank near creek just off Big Cove Road, Cherokee, N.C. Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Swain",NA,NA,"","","","","3be37723-9586-48e9-bfad-51d9de0f3374","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","USA","South Carolina","Oconee Co.",NA,NA,"","","","","3c28d166-4416-449c-9e7d-b3a75d0c4c4d","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","Georgia","Rabun",NA,NA,"","","","","3c501865-e19b-4eef-9cb5-10840f1b8fe1","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","3c97903a-0999-4fd2-8d6e-cd53a9507a6c","Shortia galacifolia var. brevistyla","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","3dfd17a2-f4c2-4459-8597-3a0d1ce9b31f","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","3ee0413b-79b0-4ce2-85a3-ddb4a9c9b2e6","Shortia galacifolia var. brevistyla","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Transylvania",NA,NA,"","","","","3fc4c77b-bec7-44e0-aee4-cb7d2e57f215","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Greenville",NA,NA,"","","","","4096a0b7-9ae3-4dfa-88e4-3531555ec1b4","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","40e6c914-815c-4482-af2b-c714a5c73c57","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","43e34479-f6c8-45aa-bec9-436d2f2255ec","Shortia galacifolia","PreservedSpecimen"
"Locality: Grayanae, shady banks under Rhododendron and Kalmia, by White water river, above Jocassee, Oconee County, South Carolina. Occurrence Remarks: NA Verbatim Locality: NA","United States of America",NA,NA,NA,NA,"","","","","44200256-5df1-4c57-b8a7-8e42ff24c4a4","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: Highlands Biological Station, Highlands Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","4594e346-4a9f-4f1c-b7b6-def1a2bfa86a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Imager: Kylee Downes; Date Imaged: 12/3/2018 Verbatim Locality: NA","United States","North Carolina","Oconee",NA,NA,"","","","","46345f85-fdbe-4cf4-a5ec-f2991731560a","Shortia galacifolia","PreservedSpecimen"
"Locality: By stream of Campsite Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Transylvania",NA,NA,"","","","","472cbcb9-958a-4028-ab3e-d0d813809612","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Locally common; Flowers white, leaves evergreen Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","47f9659d-a79a-4017-95eb-47e48f8b4e1f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","48d51c5b-a999-434f-b207-5e40561af78f","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: Plantae Exsiccatae Grayanae Shady banks under Rhododendron and Kalmia, by Whitewater River. Occurrence Remarks: NA Verbatim Locality: NA","United States of America","South Carolina","Oconee County",NA,NA,"","","","","48dd212b-3634-4d45-b4df-ee128f6a1cec","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","496dc35a-7105-44be-8c63-7b3932430500","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Petals white Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","49d0d18a-3bcf-4e8a-b8d7-46fd77ecbad4","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","4a213c7b-e6dd-4d18-8407-fe69f1d3bc70","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","4a3bcc97-f80d-4d39-a604-d4ea7a8d61a2","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","4a6f823c-e7e1-4a26-bdc6-7bc2f4151bad","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","4a7686e0-1623-46ac-8a71-11a89ed8da41","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","4bf4b4dd-ffad-4419-9465-8c4fb8505080","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","4c5bc14e-1b96-447e-93fb-7eb479df98bf","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","4ce00a13-d583-4cba-989e-60e0874cf9d5","Shortia galacifolia var. galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","4d4a0b43-6d3c-48ab-b8cb-f62894d04463","Shortia galacifolia","PreservedSpecimen"
"Locality: By branch back of old nursery on Pierson place - planted by Harbison Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","4dd2ab43-e541-49b4-994f-1a8750435b97","Shortia galacifolia","PreservedSpecimen"
"Locality: White Water Valley, Oconee County, South Carolina. Occurrence Remarks: NA Verbatim Locality: NA","United States of America",NA,NA,NA,NA,"","","","","4e037b80-c9b1-4e61-9c1a-be9ca9d1c3f9","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","Georgia","Rabun",NA,NA,"","","","","4e39ff69-27df-4a78-93a8-5fc41a82cd41","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","Macon",NA,NA,"","","","","4e7409ae-0775-4df9-af7d-91d301258bc4","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","4e756a72-e30a-4021-8dc8-494b2571630c","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","4e7e8c54-20f7-4709-8196-649ccbf4386d","Shortia galacifolia var. brevistyla","PreservedSpecimen"
"Locality: NA Occurrence Remarks: Imager: Kylee Downes; Date Imaged: 12/3/2018 Verbatim Locality: NA","United States","North Carolina","Oconee",NA,NA,"","","","","4f116fd3-c09f-4cd9-ba90-3fdb8b04974c","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Pickens",NA,NA,"","","","","4ff1280b-cdca-4aa6-9ae1-58ed00e0703a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","5030a0ca-8de6-4fa0-8225-81f215c78be3","Shortia galacifolia Torr. & A.Gray","PreservedSpecimen"
"Locality: North Carolina Occurrence Remarks: NA Verbatim Locality: North Carolina","United States of America","North Carolina","McDowell County",NA,NA,"","","","","50bba8d5-4800-4e86-9900-938e9cafdeea","Shortia galacifolia Torrey & A. Gray","PreservedSpecimen"
"Locality: Locality Not Recorded Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina",NA,NA,NA,"","","","","5251432d-d76e-41ec-aeda-8bff1197607f","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States of America","North Carolina","McDowell County",NA,NA,"","","","","529df56d-f343-42f7-a4aa-5f6656056d3c","Shortia galacifolia Torrey & A. Gray","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","529e43be-03a9-476f-8bb3-5c775a1ec576","Shortia galacifolia","PreservedSpecimen"
"Locality: [filed under North America] Occurrence Remarks: NA Verbatim Locality: NA",NA,NA,NA,NA,NA,"","","","","530d6fce-6a35-41f8-b140-d00b4dbf9f5a","Shortia galacifolia","PreservedSpecimen"
"Locality: NA Occurrence Remarks: NA Verbatim Locality: NA","United States","South Carolina","Oconee",NA,NA,"","","","","5313a2ed-0213-4536-aefb-2bb4443fe090","Shortia galacifolia","PreservedSpecimen"
"Locality: Found on the right bank of Toni's Creek about 200 yds. up Toni's Creek from Toni's Creek road crossing about .3 mile from Highway 221, 5 miles north of Marion, McDowell Co., N.C. Occurrence Remarks: NA Verbatim Locality: NA","United States","North Carolina","McDowell",NA,NA,"","","","","531454e2-5d1a-4c1d-9f74-959682502582","Shortia galacifolia","PreservedSpecimen"
